id,timestamp,hour,day_of_week,temperature,prev_demand,zone,power_demand
PWR-20251129-4002149,2025-11-29T12:00:00Z,12,5,28.7,814.52,zone4,872.71
PWR-20251129-1002150,2025-11-29T13:00:00Z,13,5,29.8,206.95,zone1,198.67
PWR-20251129-2002150,2025-11-29T13:00:00Z,13,5,29.8,59.46,zone2,79.65
PWR-20251129-3002150,2025-11-29T13:00:00Z,13,5,29.8,157.53,zone3,159.37
PWR-20251129-4002150,2025-11-29T13:00:00Z,13,5,29.8,919.97,zone4,962.12
PWR-20251129-1002151,2025-11-29T14:00:00Z,14,5,30.1,242.46,zone1,260.74
PWR-20251129-2002151,2025-11-29T14:00:00Z,14,5,30.1,70.43,zone2,79.74
PWR-20251129-3002151,2025-11-29T14:00:00Z,14,5,30.1,81.38,zone3,81.16
PWR-20251129-4002151,2025-11-29T14:00:00Z,14,5,30.1,1098.03,zone4,1141.48
PWR-20251129-1002152,2025-11-29T15:00:00Z,15,5,34.5,225.66,zone1,236.15
PWR-20251129-2002152,2025-11-29T15:00:00Z,15,5,34.5,53.55,zone2,98.39
PWR-20251129-3002152,2025-11-29T15:00:00Z,15,5,34.5,157.37,zone3,155.35
PWR-20251129-4002152,2025-11-29T15:00:00Z,15,5,34.5,967.62,zone4,1012.49
PWR-20251129-1002153,2025-11-29T16:00:00Z,16,5,26.4,241.71,zone1,223.84
PWR-20251129-2002153,2025-11-29T16:00:00Z,16,5,26.4,65.04,zone2,78.32
PWR-20251129-3002153,2025-11-29T16:00:00Z,16,5,26.4,123.48,zone3,133.07
PWR-20251129-4002153,2025-11-29T16:00:00Z,16,5,26.4,1011.22,zone4,1058.2
PWR-20251129-1002154,2025-11-29T17:00:00Z,17,5,28.5,230.71,zone1,255.27
PWR-20251129-2002154,2025-11-29T17:00:00Z,17,5,28.5,88.63,zone2,126.13
PWR-20251129-3002154,2025-11-29T17:00:00Z,17,5,28.5,85.95,zone3,83.36
PWR-20251129-4002154,2025-11-29T17:00:00Z,17,5,28.5,815.01,zone4,811.92
PWR-20251129-1002155,2025-11-29T18:00:00Z,18,5,26.9,285.67,zone1,346.82
PWR-20251129-2002155,2025-11-29T18:00:00Z,18,5,26.9,125.73,zone2,133.14
PWR-20251129-3002155,2025-11-29T18:00:00Z,18,5,26.9,93.03,zone3,93.47
PWR-20251129-4002155,2025-11-29T18:00:00Z,18,5,26.9,944.7,zone4,994.65
PWR-20251129-1002156,2025-11-29T19:00:00Z,19,5,20.8,270.24,zone1,256.48
PWR-20251129-2002156,2025-11-29T19:00:00Z,19,5,20.8,91.13,zone2,91.23
PWR-20251129-3002156,2025-11-29T19:00:00Z,19,5,20.8,132.15,zone3,151.35
PWR-20251129-4002156,2025-11-29T19:00:00Z,19,5,20.8,969.09,zone4,1024.28
PWR-20251129-1002157,2025-11-29T20:00:00Z,20,5,23.9,313.72,zone1,366.66
PWR-20251129-2002157,2025-11-29T20:00:00Z,20,5,23.9,156.14,zone2,153.46
PWR-20251129-3002157,2025-11-29T20:00:00Z,20,5,23.9,68.69,zone3,84.3
PWR-20251129-4002157,2025-11-29T20:00:00Z,20,5,23.9,981.28,zone4,996.62
PWR-20251129-1002158,2025-11-29T21:00:00Z,21,5,26.1,299.86,zone1,318.99
PWR-20251129-2002158,2025-11-29T21:00:00Z,21,5,26.1,165.46,zone2,140.61
PWR-20251129-3002158,2025-11-29T21:00:00Z,21,5,26.1,94.97,zone3,176.86
PWR-20251129-4002158,2025-11-29T21:00:00Z,21,5,26.1,899.07,zone4,981.01
PWR-20251129-1002159,2025-11-29T22:00:00Z,22,5,26.2,254.07,zone1,290.7
PWR-20251129-2002159,2025-11-29T22:00:00Z,22,5,26.2,129.69,zone2,117.83
PWR-20251129-3002159,2025-11-29T22:00:00Z,22,5,26.2,121.12,zone3,112.67
PWR-20251129-4002159,2025-11-29T22:00:00Z,22,5,26.2,836.58,zone4,862.42
PWR-20251129-1002160,2025-11-29T23:00:00Z,23,5,26.8,289.21,zone1,295.68
PWR-20251129-2002160,2025-11-29T23:00:00Z,23,5,26.8,80.91,zone2,93.06
PWR-20251129-3002160,2025-11-29T23:00:00Z,23,5,26.8,145.69,zone3,156.13
PWR-20251129-4002160,2025-11-29T23:00:00Z,23,5,26.8,1149.99,zone4,1216.12
PWR-20251130-1002161,2025-11-30T00:00:00Z,0,6,20.7,194.71,zone1,155.16
PWR-20251130-2002161,2025-11-30T00:00:00Z,0,6,20.7,117.63,zone2,73.51
PWR-20251130-3002161,2025-11-30T00:00:00Z,0,6,20.7,124.81,zone3,66.44
PWR-20251130-4002161,2025-11-30T00:00:00Z,0,6,20.7,897.52,zone4,963.46
PWR-20251130-1002162,2025-11-30T01:00:00Z,1,6,23.9,248.05,zone1,216.19
PWR-20251130-2002162,2025-11-30T01:00:00Z,1,6,23.9,75.71,zone2,88.04
PWR-20251130-3002162,2025-11-30T01:00:00Z,1,6,23.9,55.28,zone3,94.33
PWR-20251130-4002162,2025-11-30T01:00:00Z,1,6,23.9,1037.21,zone4,1112.2
PWR-20251130-1002163,2025-11-30T02:00:00Z,2,6,25.0,169.88,zone1,165.21
PWR-20251130-2002163,2025-11-30T02:00:00Z,2,6,25.0,59.8,zone2,86.11
PWR-20251130-3002163,2025-11-30T02:00:00Z,2,6,25.0,105.15,zone3,78.56
PWR-20251130-4002163,2025-11-30T02:00:00Z,2,6,25.0,1033.5,zone4,1074.95
PWR-20251130-1002164,2025-11-30T03:00:00Z,3,6,23.2,186.78,zone1,143.85
PWR-20251130-2002164,2025-11-30T03:00:00Z,3,6,23.2,77.48,zone2,74.26
PWR-20251130-3002164,2025-11-30T03:00:00Z,3,6,23.2,80.47,zone3,98.58
PWR-20251130-4002164,2025-11-30T03:00:00Z,3,6,23.2,1082.47,zone4,1148.91
PWR-20251130-1002165,2025-11-30T04:00:00Z,4,6,24.2,185.56,zone1,201.58
PWR-20251130-2002165,2025-11-30T04:00:00Z,4,6,24.2,70.46,zone2,87.74
PWR-20251130-3002165,2025-11-30T04:00:00Z,4,6,24.2,124.23,zone3,130.8
PWR-20251130-4002165,2025-11-30T04:00:00Z,4,6,24.2,860.99,zone4,882.45
PWR-20251130-1002166,2025-11-30T05:00:00Z,5,6,27.7,331.04,zone1,327.32
PWR-20251130-2002166,2025-11-30T05:00:00Z,5,6,27.7,100.65,zone2,104.46
PWR-20251130-3002166,2025-11-30T05:00:00Z,5,6,27.7,96.26,zone3,89.34
PWR-20251130-4002166,2025-11-30T05:00:00Z,5,6,27.7,907.35,zone4,945.27
PWR-20251130-1002167,2025-11-30T06:00:00Z,6,6,24.5,341.86,zone1,368.19
PWR-20251130-2002167,2025-11-30T06:00:00Z,6,6,24.5,106.08,zone2,116.68
PWR-20251130-3002167,2025-11-30T06:00:00Z,6,6,24.5,58.16,zone3,108.78
PWR-20251130-4002167,2025-11-30T06:00:00Z,6,6,24.5,1137.96,zone4,1169.78
PWR-20251130-1002168,2025-11-30T07:00:00Z,7,6,24.4,318.41,zone1,344.55
PWR-20251130-2002168,2025-11-30T07:00:00Z,7,6,24.4,31.28,zone2,27.68
PWR-20251130-3002168,2025-11-30T07:00:00Z,7,6,24.4,102.43,zone3,125.69
PWR-20251130-4002168,2025-11-30T07:00:00Z,7,6,24.4,887.15,zone4,886.19
PWR-20251130-1002169,2025-11-30T08:00:00Z,8,6,33.1,362.35,zone1,371.58
PWR-20251130-2002169,2025-11-30T08:00:00Z,8,6,33.1,57.9,zone2,70.6
PWR-20251130-3002169,2025-11-30T08:00:00Z,8,6,33.1,215.71,zone3,222.11
PWR-20251130-4002169,2025-11-30T08:00:00Z,8,6,33.1,882.01,zone4,953.47
PWR-20251130-1002170,2025-11-30T09:00:00Z,9,6,35.5,283.26,zone1,284.34
PWR-20251130-2002170,2025-11-30T09:00:00Z,9,6,35.5,49.5,zone2,23.44
PWR-20251130-3002170,2025-11-30T09:00:00Z,9,6,35.5,185.36,zone3,201.97
PWR-20251130-4002170,2025-11-30T09:00:00Z,9,6,35.5,778.54,zone4,825.57
PWR-20251130-1002171,2025-11-30T10:00:00Z,10,6,27.1,240.66,zone1,260.53
PWR-20251130-2002171,2025-11-30T10:00:00Z,10,6,27.1,70.51,zone2,76.86
PWR-20251130-3002171,2025-11-30T10:00:00Z,10,6,27.1,123.17,zone3,125.39
PWR-20251130-4002171,2025-11-30T10:00:00Z,10,6,27.1,1118.43,zone4,1207.78
PWR-20251130-1002172,2025-11-30T11:00:00Z,11,6,34.8,310.19,zone1,297.68
PWR-20251130-2002172,2025-11-30T11:00:00Z,11,6,34.8,64.34,zone2,88.52
PWR-20251130-3002172,2025-11-30T11:00:00Z,11,6,34.8,192.53,zone3,191.04
PWR-20251130-4002172,2025-11-30T11:00:00Z,11,6,34.8,761.1,zone4,870.02
PWR-20251130-1002173,2025-11-30T12:00:00Z,12,6,31.1,266.18,zone1,278.69
PWR-20251130-2002173,2025-11-30T12:00:00Z,12,6,31.1,78.46,zone2,37.02
PWR-20251130-3002173,2025-11-30T12:00:00Z,12,6,31.1,99.45,zone3,182.44
PWR-20251130-4002173,2025-11-30T12:00:00Z,12,6,31.1,1048.04,zone4,1178.77
PWR-20251130-1002174,2025-11-30T13:00:00Z,13,6,30.2,215.4,zone1,197.62
PWR-20251130-2002174,2025-11-30T13:00:00Z,13,6,30.2,53.37,zone2,73.69
PWR-20251130-3002174,2025-11-30T13:00:00Z,13,6,30.2,86.67,zone3,102.48
PWR-20251130-4002174,2025-11-30T13:00:00Z,13,6,30.2,878.29,zone4,924.04
PWR-20251130-1002175,2025-11-30T14:00:00Z,14,6,28.8,162.28,zone1,128.75
PWR-20251130-2002175,2025-11-30T14:00:00Z,14,6,28.8,50.28,zone2,60.18
PWR-20251130-3002175,2025-11-30T14:00:00Z,14,6,28.8,100.01,zone3,124.1
PWR-20251130-4002175,2025-11-30T14:00:00Z,14,6,28.8,757.7,zone4,820.27
PWR-20251130-1002176,2025-11-30T15:00:00Z,15,6,34.0,267.31,zone1,295.74
PWR-20251130-2002176,2025-11-30T15:00:00Z,15,6,34.0,94.89,zone2,153.54
PWR-20251130-3002176,2025-11-30T15:00:00Z,15,6,34.0,217.72,zone3,245.43
PWR-20251130-4002176,2025-11-30T15:00:00Z,15,6,34.0,846.19,zone4,861.32
PWR-20251130-1002177,2025-11-30T16:00:00Z,16,6,29.2,194.04,zone1,234.09
PWR-20251130-2002177,2025-11-30T16:00:00Z,16,6,29.2,83.93,zone2,56.52
PWR-20251130-3002177,2025-11-30T16:00:00Z,16,6,29.2,75.22,zone3,91.28
PWR-20251130-4002177,2025-11-30T16:00:00Z,16,6,29.2,797.98,zone4,891.65
PWR-20251130-1002178,2025-11-30T17:00:00Z,17,6,27.8,153.47,zone1,187.68
PWR-20251130-2002178,2025-11-30T17:00:00Z,17,6,27.8,76.25,zone2,68.1
PWR-20251130-3002178,2025-11-30T17:00:00Z,17,6,27.8,81.36,zone3,39.05
PWR-20251130-4002178,2025-11-30T17:00:00Z,17,6,27.8,975.29,zone4,1004.27
PWR-20251130-1002179,2025-11-30T18:00:00Z,18,6,23.0,307.72,zone1,369.04
PWR-20251130-2002179,2025-11-30T18:00:00Z,18,6,23.0,118.59,zone2,150.61
PWR-20251130-3002179,2025-11-30T18:00:00Z,18,6,23.0,97.67,zone3,57.24
PWR-20251130-4002179,2025-11-30T18:00:00Z,18,6,23.0,780.7,zone4,778.91
PWR-20251130-1002180,2025-11-30T19:00:00Z,19,6,27.2,349.02,zone1,369.11
PWR-20251130-2002180,2025-11-30T19:00:00Z,19,6,27.2,153.16,zone2,161.93
PWR-20251130-3002180,2025-11-30T19:00:00Z,19,6,27.2,139.31,zone3,179.56
PWR-20251130-4002180,2025-11-30T19:00:00Z,19,6,27.2,751.6,zone4,822.01
PWR-20251130-1002181,2025-11-30T20:00:00Z,20,6,27.9,244.8,zone1,271.3
PWR-20251130-2002181,2025-11-30T20:00:00Z,20,6,27.9,135.63,zone2,120.73
PWR-20251130-3002181,2025-11-30T20:00:00Z,20,6,27.9,96.41,zone3,135.75
PWR-20251130-4002181,2025-11-30T20:00:00Z,20,6,27.9,867.46,zone4,925.14
PWR-20251130-1002182,2025-11-30T21:00:00Z,21,6,26.2,259.52,zone1,283.27
PWR-20251130-2002182,2025-11-30T21:00:00Z,21,6,26.2,119.98,zone2,119.38
PWR-20251130-3002182,2025-11-30T21:00:00Z,21,6,26.2,136.41,zone3,149.48
PWR-20251130-4002182,2025-11-30T21:00:00Z,21,6,26.2,914.9,zone4,971.66
PWR-20251130-1002183,2025-11-30T22:00:00Z,22,6,24.2,369.33,zone1,389.44
PWR-20251130-2002183,2025-11-30T22:00:00Z,22,6,24.2,123.89,zone2,130.95
PWR-20251130-3002183,2025-11-30T22:00:00Z,22,6,24.2,134.35,zone3,116.34
PWR-20251130-4002183,2025-11-30T22:00:00Z,22,6,24.2,832.54,zone4,887.42
PWR-20251130-1002184,2025-11-30T23:00:00Z,23,6,24.8,288.5,zone1,274.05
PWR-20251130-2002184,2025-11-30T23:00:00Z,23,6,24.8,69.29,zone2,76.66
PWR-20251130-3002184,2025-11-30T23:00:00Z,23,6,24.8,119.34,zone3,124.75
PWR-20251130-4002184,2025-11-30T23:00:00Z,23,6,24.8,1089.92,zone4,1186.14
PWR-20251201-1002185,2025-12-01T00:00:00Z,0,0,22.3,163.79,zone1,165.85
PWR-20251201-2002185,2025-12-01T00:00:00Z,0,0,22.3,83.97,zone2,80.41
PWR-20251201-3002185,2025-12-01T00:00:00Z,0,0,22.3,90.89,zone3,121.17
PWR-20251201-4002185,2025-12-01T00:00:00Z,0,0,22.3,1361.33,zone4,1455.45
PWR-20251201-1002186,2025-12-01T01:00:00Z,1,0,25.7,201.9,zone1,221.06
PWR-20251201-2002186,2025-12-01T01:00:00Z,1,0,25.7,54.46,zone2,94.22
PWR-20251201-3002186,2025-12-01T01:00:00Z,1,0,25.7,102.5,zone3,138.43
PWR-20251201-4002186,2025-12-01T01:00:00Z,1,0,25.7,1178.04,zone4,1286.79
PWR-20251201-1002187,2025-12-01T02:00:00Z,2,0,21.4,205.38,zone1,206.64
PWR-20251201-2002187,2025-12-01T02:00:00Z,2,0,21.4,78.98,zone2,79.5
PWR-20251201-3002187,2025-12-01T02:00:00Z,2,0,21.4,65.33,zone3,127.18
PWR-20251201-4002187,2025-12-01T02:00:00Z,2,0,21.4,1441.38,zone4,1516.18
PWR-20251201-1002188,2025-12-01T03:00:00Z,3,0,22.3,254.09,zone1,228.85
PWR-20251201-2002188,2025-12-01T03:00:00Z,3,0,22.3,87.5,zone2,83.24
PWR-20251201-3002188,2025-12-01T03:00:00Z,3,0,22.3,80.43,zone3,98.47
PWR-20251201-4002188,2025-12-01T03:00:00Z,3,0,22.3,1420.63,zone4,1527.16
PWR-20251201-1002189,2025-12-01T04:00:00Z,4,0,24.6,210.9,zone1,209.04
PWR-20251201-2002189,2025-12-01T04:00:00Z,4,0,24.6,69.0,zone2,69.74
PWR-20251201-3002189,2025-12-01T04:00:00Z,4,0,24.6,130.02,zone3,119.81
PWR-20251201-4002189,2025-12-01T04:00:00Z,4,0,24.6,1180.62,zone4,1226.87
PWR-20251201-1002190,2025-12-01T05:00:00Z,5,0,23.7,275.21,zone1,293.93
PWR-20251201-2002190,2025-12-01T05:00:00Z,5,0,23.7,105.84,zone2,96.61
PWR-20251201-3002190,2025-12-01T05:00:00Z,5,0,23.7,123.7,zone3,86.56
PWR-20251201-4002190,2025-12-01T05:00:00Z,5,0,23.7,1485.73,zone4,1568.42
PWR-20251201-1002191,2025-12-01T06:00:00Z,6,0,27.9,344.6,zone1,377.49
PWR-20251201-2002191,2025-12-01T06:00:00Z,6,0,27.9,79.48,zone2,113.97
PWR-20251201-3002191,2025-12-01T06:00:00Z,6,0,27.9,141.39,zone3,150.03
PWR-20251201-4002191,2025-12-01T06:00:00Z,6,0,27.9,1409.92,zone4,1487.3
PWR-20251201-1002192,2025-12-01T07:00:00Z,7,0,25.2,233.82,zone1,275.13
PWR-20251201-2002192,2025-12-01T07:00:00Z,7,0,25.2,59.36,zone2,97.81
PWR-20251201-3002192,2025-12-01T07:00:00Z,7,0,25.2,101.69,zone3,135.45
PWR-20251201-4002192,2025-12-01T07:00:00Z,7,0,25.2,1309.62,zone4,1393.37
PWR-20251201-1002193,2025-12-01T08:00:00Z,8,0,29.8,315.11,zone1,341.12
PWR-20251201-2002193,2025-12-01T08:00:00Z,8,0,29.8,78.87,zone2,129.83
PWR-20251201-3002193,2025-12-01T08:00:00Z,8,0,29.8,359.77,zone3,377.89
PWR-20251201-4002193,2025-12-01T08:00:00Z,8,0,29.8,1096.38,zone4,1138.39
PWR-20251201-1002194,2025-12-01T09:00:00Z,9,0,27.8,188.63,zone1,214.99
PWR-20251201-2002194,2025-12-01T09:00:00Z,9,0,27.8,139.59,zone2,131.77
PWR-20251201-3002194,2025-12-01T09:00:00Z,9,0,27.8,425.48,zone3,412.03
PWR-20251201-4002194,2025-12-01T09:00:00Z,9,0,27.8,1145.74,zone4,1234.68
PWR-20251201-1002195,2025-12-01T10:00:00Z,10,0,28.5,180.67,zone1,227.13
PWR-20251201-2002195,2025-12-01T10:00:00Z,10,0,28.5,24.87,zone2,41.35
PWR-20251201-3002195,2025-12-01T10:00:00Z,10,0,28.5,307.5,zone3,361.21
PWR-20251201-4002195,2025-12-01T10:00:00Z,10,0,28.5,1404.88,zone4,1454.17
PWR-20251201-1002196,2025-12-01T11:00:00Z,11,0,27.8,248.28,zone1,241.28
PWR-20251201-2002196,2025-12-01T11:00:00Z,11,0,27.8,63.42,zone2,117.04
PWR-20251201-3002196,2025-12-01T11:00:00Z,11,0,27.8,439.77,zone3,460.48
PWR-20251201-4002196,2025-12-01T11:00:00Z,11,0,27.8,1237.8,zone4,1276.79
PWR-20251201-1002197,2025-12-01T12:00:00Z,12,0,28.0,202.06,zone1,179.53
PWR-20251201-2002197,2025-12-01T12:00:00Z,12,0,28.0,95.44,zone2,84.24
PWR-20251201-3002197,2025-12-01T12:00:00Z,12,0,28.0,291.58,zone3,348.99
PWR-20251201-4002197,2025-12-01T12:00:00Z,12,0,28.0,1424.36,zone4,1482.13
PWR-20251201-1002198,2025-12-01T13:00:00Z,13,0,30.5,206.45,zone1,227.42
PWR-20251201-2002198,2025-12-01T13:00:00Z,13,0,30.5,99.74,zone2,79.83
PWR-20251201-3002198,2025-12-01T13:00:00Z,13,0,30.5,497.97,zone3,521.52
PWR-20251201-4002198,2025-12-01T13:00:00Z,13,0,30.5,1499.88,zone4,1577.8
PWR-20251201-1002199,2025-12-01T14:00:00Z,14,0,32.4,286.23,zone1,268.2
PWR-20251201-2002199,2025-12-01T14:00:00Z,14,0,32.4,83.66,zone2,92.34
PWR-20251201-3002199,2025-12-01T14:00:00Z,14,0,32.4,542.37,zone3,526.27
PWR-20251201-4002199,2025-12-01T14:00:00Z,14,0,32.4,1329.41,zone4,1391.51
PWR-20251201-1002200,2025-12-01T15:00:00Z,15,0,34.2,205.08,zone1,250.99
PWR-20251201-2002200,2025-12-01T15:00:00Z,15,0,34.2,66.85,zone2,73.92
PWR-20251201-3002200,2025-12-01T15:00:00Z,15,0,34.2,474.05,zone3,541.11
PWR-20251201-4002200,2025-12-01T15:00:00Z,15,0,34.2,1424.74,zone4,1515.93
PWR-20251201-1002201,2025-12-01T16:00:00Z,16,0,28.3,240.02,zone1,218.8
PWR-20251201-2002201,2025-12-01T16:00:00Z,16,0,28.3,93.47,zone2,93.65
PWR-20251201-3002201,2025-12-01T16:00:00Z,16,0,28.3,293.23,zone3,322.51
PWR-20251201-4002201,2025-12-01T16:00:00Z,16,0,28.3,1270.96,zone4,1354.88
PWR-20251201-1002202,2025-12-01T17:00:00Z,17,0,32.1,222.35,zone1,254.68
PWR-20251201-2002202,2025-12-01T17:00:00Z,17,0,32.1,86.95,zone2,102.98
PWR-20251201-3002202,2025-12-01T17:00:00Z,17,0,32.1,430.66,zone3,442.32
PWR-20251201-4002202,2025-12-01T17:00:00Z,17,0,32.1,1512.31,zone4,1592.69
PWR-20251201-1002203,2025-12-01T18:00:00Z,18,0,27.4,365.23,zone1,388.89
PWR-20251201-2002203,2025-12-01T18:00:00Z,18,0,27.4,134.08,zone2,101.73
PWR-20251201-3002203,2025-12-01T18:00:00Z,18,0,27.4,468.92,zone3,514.3
PWR-20251201-4002203,2025-12-01T18:00:00Z,18,0,27.4,1254.75,zone4,1300.13
PWR-20251201-1002204,2025-12-01T19:00:00Z,19,0,20.5,272.86,zone1,281.39
PWR-20251201-2002204,2025-12-01T19:00:00Z,19,0,20.5,144.98,zone2,153.48
PWR-20251201-3002204,2025-12-01T19:00:00Z,19,0,20.5,135.89,zone3,130.16
PWR-20251201-4002204,2025-12-01T19:00:00Z,19,0,20.5,1249.13,zone4,1271.16
PWR-20251201-1002205,2025-12-01T20:00:00Z,20,0,26.4,274.38,zone1,310.38
PWR-20251201-2002205,2025-12-01T20:00:00Z,20,0,26.4,131.0,zone2,128.29
PWR-20251201-3002205,2025-12-01T20:00:00Z,20,0,26.4,144.76,zone3,118.15
PWR-20251201-4002205,2025-12-01T20:00:00Z,20,0,26.4,1242.81,zone4,1284.79
PWR-20251201-1002206,2025-12-01T21:00:00Z,21,0,26.1,287.04,zone1,298.11
PWR-20251201-2002206,2025-12-01T21:00:00Z,21,0,26.1,145.75,zone2,144.97
PWR-20251201-3002206,2025-12-01T21:00:00Z,21,0,26.1,89.2,zone3,113.26
PWR-20251201-4002206,2025-12-01T21:00:00Z,21,0,26.1,1309.87,zone4,1380.83
PWR-20251201-1002207,2025-12-01T22:00:00Z,22,0,21.8,264.08,zone1,307.37
PWR-20251201-2002207,2025-12-01T22:00:00Z,22,0,21.8,130.87,zone2,97.73
PWR-20251201-3002207,2025-12-01T22:00:00Z,22,0,21.8,133.14,zone3,112.19
PWR-20251201-4002207,2025-12-01T22:00:00Z,22,0,21.8,1260.76,zone4,1315.58
PWR-20251201-1002208,2025-12-01T23:00:00Z,23,0,24.2,286.8,zone1,354.73
PWR-20251201-2002208,2025-12-01T23:00:00Z,23,0,24.2,61.74,zone2,68.09
PWR-20251201-3002208,2025-12-01T23:00:00Z,23,0,24.2,102.9,zone3,141.83
PWR-20251201-4002208,2025-12-01T23:00:00Z,23,0,24.2,1096.47,zone4,1140.82
PWR-20251202-1002209,2025-12-02T00:00:00Z,0,1,23.5,145.59,zone1,133.7
PWR-20251202-2002209,2025-12-02T00:00:00Z,0,1,23.5,73.3,zone2,92.68
PWR-20251202-3002209,2025-12-02T00:00:00Z,0,1,23.5,108.27,zone3,73.57
PWR-20251202-4002209,2025-12-02T00:00:00Z,0,1,23.5,1494.91,zone4,1565.35
PWR-20251202-1002210,2025-12-02T01:00:00Z,1,1,22.8,187.94,zone1,147.89
PWR-20251202-2002210,2025-12-02T01:00:00Z,1,1,22.8,99.42,zone2,55.03
PWR-20251202-3002210,2025-12-02T01:00:00Z,1,1,22.8,123.3,zone3,127.08
PWR-20251202-4002210,2025-12-02T01:00:00Z,1,1,22.8,1143.79,zone4,1236.11
PWR-20251202-1002211,2025-12-02T02:00:00Z,2,1,24.1,217.31,zone1,232.2
PWR-20251202-2002211,2025-12-02T02:00:00Z,2,1,24.1,89.36,zone2,64.27
PWR-20251202-3002211,2025-12-02T02:00:00Z,2,1,24.1,105.71,zone3,150.44
PWR-20251202-4002211,2025-12-02T02:00:00Z,2,1,24.1,1344.29,zone4,1358.0
PWR-20251202-1002212,2025-12-02T03:00:00Z,3,1,21.2,145.62,zone1,210.96
PWR-20251202-2002212,2025-12-02T03:00:00Z,3,1,21.2,62.67,zone2,27.73
PWR-20251202-3002212,2025-12-02T03:00:00Z,3,1,21.2,119.24,zone3,94.19
PWR-20251202-4002212,2025-12-02T03:00:00Z,3,1,21.2,1352.84,zone4,1447.83
PWR-20251202-1002213,2025-12-02T04:00:00Z,4,1,21.2,185.81,zone1,201.56
PWR-20251202-2002213,2025-12-02T04:00:00Z,4,1,21.2,80.45,zone2,45.1
PWR-20251202-3002213,2025-12-02T04:00:00Z,4,1,21.2,124.11,zone3,133.09
PWR-20251202-4002213,2025-12-02T04:00:00Z,4,1,21.2,1215.23,zone4,1333.82
PWR-20251202-1002214,2025-12-02T05:00:00Z,5,1,22.5,294.79,zone1,333.76
PWR-20251202-2002214,2025-12-02T05:00:00Z,5,1,22.5,80.64,zone2,97.01
PWR-20251202-3002214,2025-12-02T05:00:00Z,5,1,22.5,90.99,zone3,68.38
PWR-20251202-4002214,2025-12-02T05:00:00Z,5,1,22.5,1492.19,zone4,1593.02
PWR-20251202-1002215,2025-12-02T06:00:00Z,6,1,25.7,313.63,zone1,327.04
PWR-20251202-2002215,2025-12-02T06:00:00Z,6,1,25.7,37.4,zone2,74.51
PWR-20251202-3002215,2025-12-02T06:00:00Z,6,1,25.7,75.95,zone3,127.05
PWR-20251202-4002215,2025-12-02T06:00:00Z,6,1,25.7,1453.25,zone4,1514.05
PWR-20251202-1002216,2025-12-02T07:00:00Z,7,1,27.3,395.41,zone1,440.84
PWR-20251202-2002216,2025-12-02T07:00:00Z,7,1,27.3,98.2,zone2,98.43
PWR-20251202-3002216,2025-12-02T07:00:00Z,7,1,27.3,111.51,zone3,163.59
PWR-20251202-4002216,2025-12-02T07:00:00Z,7,1,27.3,1423.04,zone4,1514.94
PWR-20251202-1002217,2025-12-02T08:00:00Z,8,1,26.1,288.73,zone1,290.35
PWR-20251202-2002217,2025-12-02T08:00:00Z,8,1,26.1,108.72,zone2,85.81
PWR-20251202-3002217,2025-12-02T08:00:00Z,8,1,26.1,404.1,zone3,437.8
PWR-20251202-4002217,2025-12-02T08:00:00Z,8,1,26.1,1307.61,zone4,1385.83
PWR-20251202-1002218,2025-12-02T09:00:00Z,9,1,34.4,281.07,zone1,256.92
PWR-20251202-2002218,2025-12-02T09:00:00Z,9,1,34.4,89.43,zone2,123.72
PWR-20251202-3002218,2025-12-02T09:00:00Z,9,1,34.4,513.28,zone3,526.6
PWR-20251202-4002218,2025-12-02T09:00:00Z,9,1,34.4,1287.93,zone4,1381.62
PWR-20251202-1002219,2025-12-02T10:00:00Z,10,1,32.1,248.15,zone1,271.2
PWR-20251202-2002219,2025-12-02T10:00:00Z,10,1,32.1,59.35,zone2,33.18
PWR-20251202-3002219,2025-12-02T10:00:00Z,10,1,32.1,563.03,zone3,544.28
PWR-20251202-4002219,2025-12-02T10:00:00Z,10,1,32.1,1321.76,zone4,1377.63
PWR-20251202-1002220,2025-12-02T11:00:00Z,11,1,27.1,208.31,zone1,229.6
PWR-20251202-2002220,2025-12-02T11:00:00Z,11,1,27.1,49.07,zone2,115.3
PWR-20251202-3002220,2025-12-02T11:00:00Z,11,1,27.1,326.63,zone3,348.8
PWR-20251202-4002220,2025-12-02T11:00:00Z,11,1,27.1,1515.26,zone4,1602.52
PWR-20251202-1002221,2025-12-02T12:00:00Z,12,1,33.6,256.09,zone1,259.51
PWR-20251202-2002221,2025-12-02T12:00:00Z,12,1,33.6,88.33,zone2,152.47
PWR-20251202-3002221,2025-12-02T12:00:00Z,12,1,33.6,385.76,zone3,435.65
PWR-20251202-4002221,2025-12-02T12:00:00Z,12,1,33.6,1361.25,zone4,1403.24
PWR-20251202-1002222,2025-12-02T13:00:00Z,13,1,26.2,194.05,zone1,226.86
PWR-20251202-2002222,2025-12-02T13:00:00Z,13,1,26.2,44.56,zone2,65.03
PWR-20251202-3002222,2025-12-02T13:00:00Z,13,1,26.2,298.19,zone3,316.79
PWR-20251202-4002222,2025-12-02T13:00:00Z,13,1,26.2,1180.34,zone4,1269.81
PWR-20251202-1002223,2025-12-02T14:00:00Z,14,1,27.7,233.94,zone1,261.34
PWR-20251202-2002223,2025-12-02T14:00:00Z,14,1,27.7,68.0,zone2,74.39
