id,timestamp,voltage,current,power_factor,temperature,humidity,zone,grid_status
GRD-20260202-1003703,2026-02-02T06:00:00Z,218.13,28.14,0.97,30.0,65.3,zone1,Normal
GRD-20260202-2003703,2026-02-02T06:00:00Z,220.46,19.36,0.88,30.0,65.3,zone2,Normal
GRD-20260202-3003703,2026-02-02T06:00:00Z,217.82,75.08,0.89,30.0,65.3,zone3,Normal
GRD-20260202-4003703,2026-02-02T06:00:00Z,208.58,275.64,0.82,30.0,65.3,zone4,Warning
GRD-20260202-1003704,2026-02-02T07:00:00Z,221.27,17.76,0.91,27.8,82.4,zone1,Normal
GRD-20260202-2003704,2026-02-02T07:00:00Z,215.65,19.57,0.82,27.8,82.4,zone2,Warning
GRD-20260202-3003704,2026-02-02T07:00:00Z,212.22,57.72,0.89,27.8,82.4,zone3,Normal
GRD-20260202-4003704,2026-02-02T07:00:00Z,211.87,181.87,0.89,27.8,82.4,zone4,Normal
GRD-20260202-1003705,2026-02-02T08:00:00Z,226.28,22.25,0.96,26.9,78.6,zone1,Normal
GRD-20260202-2003705,2026-02-02T08:00:00Z,219.69,23.88,0.95,26.9,78.6,zone2,Normal
GRD-20260202-3003705,2026-02-02T08:00:00Z,224.12,49.46,0.86,26.9,78.6,zone3,Normal
GRD-20260202-4003705,2026-02-02T08:00:00Z,212.14,114.62,0.7,26.9,78.6,zone4,Critical
GRD-20260202-1003706,2026-02-02T09:00:00Z,219.43,35.13,0.9,31.6,56.3,zone1,Normal
GRD-20260202-2003706,2026-02-02T09:00:00Z,208.73,10.42,0.91,31.6,56.3,zone2,Normal
GRD-20260202-3003706,2026-02-02T09:00:00Z,218.52,97.99,0.87,31.6,56.3,zone3,Normal
GRD-20260202-4003706,2026-02-02T09:00:00Z,203.88,289.18,0.86,31.6,56.3,zone4,Warning
GRD-20260202-1003707,2026-02-02T10:00:00Z,219.13,28.61,0.96,31.1,73.7,zone1,Normal
GRD-20260202-2003707,2026-02-02T10:00:00Z,224.61,20.31,0.86,31.1,73.7,zone2,Normal
GRD-20260202-3003707,2026-02-02T10:00:00Z,211.87,80.06,0.93,31.1,73.7,zone3,Normal
GRD-20260202-4003707,2026-02-02T10:00:00Z,217.56,226.36,0.87,31.1,73.7,zone4,Normal
GRD-20260202-1003708,2026-02-02T11:00:00Z,217.79,44.59,0.95,27.3,74.7,zone1,Normal
GRD-20260202-2003708,2026-02-02T11:00:00Z,226.32,24.71,0.84,27.3,74.7,zone2,Warning
GRD-20260202-3003708,2026-02-02T11:00:00Z,225.08,82.46,0.95,27.3,74.7,zone3,Normal
GRD-20260202-4003708,2026-02-02T11:00:00Z,214.64,215.32,0.87,27.3,74.7,zone4,Normal
GRD-20260202-1003709,2026-02-02T12:00:00Z,220.02,46.71,0.94,35.5,77.8,zone1,Normal
GRD-20260202-2003709,2026-02-02T12:00:00Z,219.55,10.82,0.88,35.5,77.8,zone2,Normal
GRD-20260202-3003709,2026-02-02T12:00:00Z,223.81,87.36,0.91,35.5,77.8,zone3,Normal
GRD-20260202-4003709,2026-02-02T12:00:00Z,233.3,172.05,0.8,35.5,77.8,zone4,Warning
GRD-20260202-1003710,2026-02-02T13:00:00Z,213.56,38.32,0.92,33.8,65.0,zone1,Normal
GRD-20260202-2003710,2026-02-02T13:00:00Z,217.32,19.1,0.92,33.8,65.0,zone2,Normal
GRD-20260202-3003710,2026-02-02T13:00:00Z,214.18,72.67,0.87,33.8,65.0,zone3,Normal
GRD-20260202-4003710,2026-02-02T13:00:00Z,208.97,121.61,0.84,33.8,65.0,zone4,Warning
GRD-20260202-1003711,2026-02-02T14:00:00Z,218.15,15.98,0.98,29.2,62.5,zone1,Normal
GRD-20260202-2003711,2026-02-02T14:00:00Z,221.07,19.13,0.92,29.2,62.5,zone2,Normal
GRD-20260202-3003711,2026-02-02T14:00:00Z,217.63,94.03,0.93,29.2,62.5,zone3,Normal
GRD-20260202-4003711,2026-02-02T14:00:00Z,205.47,164.32,0.8,29.2,62.5,zone4,Warning
GRD-20260202-1003712,2026-02-02T15:00:00Z,226.34,48.79,0.99,32.2,84.5,zone1,Normal
GRD-20260202-2003712,2026-02-02T15:00:00Z,221.27,15.4,0.91,32.2,84.5,zone2,Normal
GRD-20260202-3003712,2026-02-02T15:00:00Z,221.29,49.61,0.93,32.2,84.5,zone3,Normal
GRD-20260202-4003712,2026-02-02T15:00:00Z,225.79,187.9,0.72,32.2,84.5,zone4,Critical
GRD-20260202-1003713,2026-02-02T16:00:00Z,222.07,27.96,0.92,35.2,60.6,zone1,Normal
GRD-20260202-2003713,2026-02-02T16:00:00Z,222.46,5.95,0.88,35.2,60.6,zone2,Normal
GRD-20260202-3003713,2026-02-02T16:00:00Z,221.4,94.33,0.87,35.2,60.6,zone3,Normal
GRD-20260202-4003713,2026-02-02T16:00:00Z,218.61,259.31,0.85,35.2,60.6,zone4,Normal
GRD-20260202-1003714,2026-02-02T17:00:00Z,221.88,34.83,0.97,31.8,52.0,zone1,Normal
GRD-20260202-2003714,2026-02-02T17:00:00Z,215.3,21.06,0.86,31.8,52.0,zone2,Normal
GRD-20260202-3003714,2026-02-02T17:00:00Z,220.92,86.64,0.9,31.8,52.0,zone3,Normal
GRD-20260202-4003714,2026-02-02T17:00:00Z,196.64,115.85,0.89,31.8,52.0,zone4,Warning
GRD-20260202-1003715,2026-02-02T18:00:00Z,224.54,44.47,0.99,30.4,67.1,zone1,Normal
GRD-20260202-2003715,2026-02-02T18:00:00Z,221.05,21.92,0.89,30.4,67.1,zone2,Normal
GRD-20260202-3003715,2026-02-02T18:00:00Z,216.05,95.24,0.88,30.4,67.1,zone3,Normal
GRD-20260202-4003715,2026-02-02T18:00:00Z,210.74,159.16,0.86,30.4,67.1,zone4,Normal
GRD-20260202-1003716,2026-02-02T19:00:00Z,222.23,20.3,0.95,33.1,82.6,zone1,Normal
GRD-20260202-2003716,2026-02-02T19:00:00Z,218.22,20.45,0.83,33.1,82.6,zone2,Warning
GRD-20260202-3003716,2026-02-02T19:00:00Z,220.81,47.44,0.92,33.1,82.6,zone3,Normal
GRD-20260202-4003716,2026-02-02T19:00:00Z,204.72,228.46,0.78,33.1,82.6,zone4,Critical
GRD-20260202-1003717,2026-02-02T20:00:00Z,217.96,41.14,0.96,29.4,63.1,zone1,Normal
GRD-20260202-2003717,2026-02-02T20:00:00Z,215.1,18.73,0.92,29.4,63.1,zone2,Normal
GRD-20260202-3003717,2026-02-02T20:00:00Z,222.3,82.49,0.86,29.4,63.1,zone3,Normal
GRD-20260202-4003717,2026-02-02T20:00:00Z,207.35,235.71,0.81,29.4,63.1,zone4,Warning
GRD-20260202-1003718,2026-02-02T21:00:00Z,221.04,47.63,0.92,28.4,78.0,zone1,Normal
GRD-20260202-2003718,2026-02-02T21:00:00Z,214.67,22.06,0.89,28.4,78.0,zone2,Normal
GRD-20260202-3003718,2026-02-02T21:00:00Z,223.73,41.67,0.92,28.4,78.0,zone3,Normal
GRD-20260202-4003718,2026-02-02T21:00:00Z,195.53,181.2,0.86,28.4,78.0,zone4,Warning
GRD-20260202-1003719,2026-02-02T22:00:00Z,220.31,15.77,0.96,28.7,69.6,zone1,Normal
GRD-20260202-2003719,2026-02-02T22:00:00Z,215.83,9.71,0.92,28.7,69.6,zone2,Normal
GRD-20260202-3003719,2026-02-02T22:00:00Z,219.69,65.91,0.89,28.7,69.6,zone3,Normal
GRD-20260202-4003719,2026-02-02T22:00:00Z,210.83,139.3,0.9,28.7,69.6,zone4,Normal
GRD-20260202-1003720,2026-02-02T23:00:00Z,221.28,17.35,0.92,26.9,72.4,zone1,Normal
GRD-20260202-2003720,2026-02-02T23:00:00Z,209.8,10.23,0.91,26.9,72.4,zone2,Normal
GRD-20260202-3003720,2026-02-02T23:00:00Z,225.03,75.26,0.87,26.9,72.4,zone3,Normal
GRD-20260202-4003720,2026-02-02T23:00:00Z,214.2,150.67,0.87,26.9,72.4,zone4,Normal
GRD-20260203-1003721,2026-02-03T00:00:00Z,220.88,23.41,0.93,36.0,53.7,zone1,Normal
GRD-20260203-2003721,2026-02-03T00:00:00Z,217.52,19.58,0.9,36.0,53.7,zone2,Normal
GRD-20260203-3003721,2026-02-03T00:00:00Z,220.81,78.63,0.95,36.0,53.7,zone3,Normal
GRD-20260203-4003721,2026-02-03T00:00:00Z,222.85,124.35,0.75,36.0,53.7,zone4,Critical
GRD-20260203-1003722,2026-02-03T01:00:00Z,218.93,40.7,0.95,29.3,80.0,zone1,Normal
GRD-20260203-2003722,2026-02-03T01:00:00Z,223.98,12.73,0.87,29.3,80.0,zone2,Normal
GRD-20260203-3003722,2026-02-03T01:00:00Z,219.46,47.05,0.91,29.3,80.0,zone3,Normal
GRD-20260203-4003722,2026-02-03T01:00:00Z,211.3,154.24,0.78,29.3,80.0,zone4,Critical
GRD-20260203-1003723,2026-02-03T02:00:00Z,226.41,16.89,0.93,29.7,80.2,zone1,Normal
GRD-20260203-2003723,2026-02-03T02:00:00Z,217.84,6.75,0.81,29.7,80.2,zone2,Warning
GRD-20260203-3003723,2026-02-03T02:00:00Z,210.68,66.15,0.91,29.7,80.2,zone3,Normal
GRD-20260203-4003723,2026-02-03T02:00:00Z,229.58,172.22,0.71,29.7,80.2,zone4,Critical
GRD-20260203-1003724,2026-02-03T03:00:00Z,220.96,42.96,0.94,25.9,58.4,zone1,Normal
GRD-20260203-2003724,2026-02-03T03:00:00Z,215.59,23.9,0.92,25.9,58.4,zone2,Normal
GRD-20260203-3003724,2026-02-03T03:00:00Z,218.61,65.95,0.87,25.9,58.4,zone3,Normal
GRD-20260203-4003724,2026-02-03T03:00:00Z,210.05,184.67,0.76,25.9,58.4,zone4,Critical
GRD-20260203-1003725,2026-02-03T04:00:00Z,220.06,27.04,0.98,31.5,66.3,zone1,Normal
GRD-20260203-2003725,2026-02-03T04:00:00Z,216.08,14.77,0.82,31.5,66.3,zone2,Warning
GRD-20260203-3003725,2026-02-03T04:00:00Z,219.22,71.27,0.88,31.5,66.3,zone3,Normal
GRD-20260203-4003725,2026-02-03T04:00:00Z,206.74,159.19,0.92,31.5,66.3,zone4,Normal
GRD-20260203-1003726,2026-02-03T05:00:00Z,226.26,17.06,0.97,24.5,56.7,zone1,Normal
GRD-20260203-2003726,2026-02-03T05:00:00Z,225.63,24.21,0.88,24.5,56.7,zone2,Normal
GRD-20260203-3003726,2026-02-03T05:00:00Z,218.81,66.83,0.9,24.5,56.7,zone3,Normal
GRD-20260203-4003726,2026-02-03T05:00:00Z,222.08,294.5,0.85,24.5,56.7,zone4,Normal
GRD-20260203-1003727,2026-02-03T06:00:00Z,219.83,38.41,0.98,26.2,68.8,zone1,Normal
GRD-20260203-2003727,2026-02-03T06:00:00Z,223.47,19.49,0.9,26.2,68.8,zone2,Normal
GRD-20260203-3003727,2026-02-03T06:00:00Z,214.11,70.88,0.9,26.2,68.8,zone3,Normal
GRD-20260203-4003727,2026-02-03T06:00:00Z,213.17,279.1,0.86,26.2,68.8,zone4,Normal
GRD-20260203-1003728,2026-02-03T07:00:00Z,214.27,49.34,0.91,30.8,88.2,zone1,Normal
GRD-20260203-2003728,2026-02-03T07:00:00Z,221.25,16.8,0.82,30.8,88.2,zone2,Warning
GRD-20260203-3003728,2026-02-03T07:00:00Z,218.24,96.72,0.87,30.8,88.2,zone3,Normal
GRD-20260203-4003728,2026-02-03T07:00:00Z,207.17,246.31,0.88,30.8,88.2,zone4,Normal
GRD-20260203-1003729,2026-02-03T08:00:00Z,223.06,47.91,0.93,29.0,88.0,zone1,Normal
GRD-20260203-2003729,2026-02-03T08:00:00Z,218.82,24.49,0.89,29.0,88.0,zone2,Normal
GRD-20260203-3003729,2026-02-03T08:00:00Z,222.71,56.69,0.89,29.0,88.0,zone3,Normal
GRD-20260203-4003729,2026-02-03T08:00:00Z,214.73,242.0,0.77,29.0,88.0,zone4,Critical
GRD-20260203-1003730,2026-02-03T09:00:00Z,223.2,18.14,0.96,30.0,51.3,zone1,Normal
GRD-20260203-2003730,2026-02-03T09:00:00Z,219.1,24.68,0.93,30.0,51.3,zone2,Normal
GRD-20260203-3003730,2026-02-03T09:00:00Z,221.75,97.25,0.91,30.0,51.3,zone3,Normal
GRD-20260203-4003730,2026-02-03T09:00:00Z,215.07,225.86,0.72,30.0,51.3,zone4,Critical
GRD-20260203-1003731,2026-02-03T10:00:00Z,219.06,23.04,0.92,30.9,86.9,zone1,Normal
GRD-20260203-2003731,2026-02-03T10:00:00Z,212.16,21.74,0.89,30.9,86.9,zone2,Normal
GRD-20260203-3003731,2026-02-03T10:00:00Z,226.73,54.41,0.88,30.9,86.9,zone3,Normal
GRD-20260203-4003731,2026-02-03T10:00:00Z,215.38,170.56,0.73,30.9,86.9,zone4,Critical
GRD-20260203-1003732,2026-02-03T11:00:00Z,214.95,45.37,0.98,35.9,56.1,zone1,Normal
GRD-20260203-2003732,2026-02-03T11:00:00Z,211.37,20.29,0.84,35.9,56.1,zone2,Warning
GRD-20260203-3003732,2026-02-03T11:00:00Z,227.83,43.02,0.89,35.9,56.1,zone3,Normal
GRD-20260203-4003732,2026-02-03T11:00:00Z,210.73,195.01,0.85,35.9,56.1,zone4,Normal
GRD-20260203-1003733,2026-02-03T12:00:00Z,220.29,28.69,0.99,30.5,74.1,zone1,Normal
GRD-20260203-2003733,2026-02-03T12:00:00Z,226.69,18.31,0.84,30.5,74.1,zone2,Warning
GRD-20260203-3003733,2026-02-03T12:00:00Z,218.29,81.93,0.94,30.5,74.1,zone3,Normal
GRD-20260203-4003733,2026-02-03T12:00:00Z,221.56,172.57,0.78,30.5,74.1,zone4,Critical
GRD-20260203-1003734,2026-02-03T13:00:00Z,218.24,26.71,0.95,26.8,77.4,zone1,Normal
GRD-20260203-2003734,2026-02-03T13:00:00Z,216.94,23.98,0.81,26.8,77.4,zone2,Warning
GRD-20260203-3003734,2026-02-03T13:00:00Z,216.26,68.2,0.87,26.8,77.4,zone3,Normal
GRD-20260203-4003734,2026-02-03T13:00:00Z,223.35,270.18,0.88,26.8,77.4,zone4,Normal
GRD-20260203-1003735,2026-02-03T14:00:00Z,215.36,41.39,0.93,35.6,58.3,zone1,Normal
GRD-20260203-2003735,2026-02-03T14:00:00Z,223.29,14.71,0.95,35.6,58.3,zone2,Normal
GRD-20260203-3003735,2026-02-03T14:00:00Z,224.34,93.79,0.87,35.6,58.3,zone3,Normal
GRD-20260203-4003735,2026-02-03T14:00:00Z,214.57,141.97,0.9,35.6,58.3,zone4,Normal
GRD-20260203-1003736,2026-02-03T15:00:00Z,217.01,22.12,0.91,34.6,51.5,zone1,Normal
GRD-20260203-2003736,2026-02-03T15:00:00Z,217.26,10.35,0.86,34.6,51.5,zone2,Normal
GRD-20260203-3003736,2026-02-03T15:00:00Z,225.71,60.15,0.91,34.6,51.5,zone3,Normal
GRD-20260203-4003736,2026-02-03T15:00:00Z,210.05,165.28,0.74,34.6,51.5,zone4,Critical
GRD-20260203-1003737,2026-02-03T16:00:00Z,217.53,49.79,0.91,32.2,80.4,zone1,Normal
GRD-20260203-2003737,2026-02-03T16:00:00Z,219.84,16.43,0.87,32.2,80.4,zone2,Normal
GRD-20260203-3003737,2026-02-03T16:00:00Z,222.38,97.32,0.89,32.2,80.4,zone3,Normal
GRD-20260203-4003737,2026-02-03T16:00:00Z,211.54,209.59,0.85,32.2,80.4,zone4,Normal
GRD-20260203-1003738,2026-02-03T17:00:00Z,222.32,17.05,0.94,35.0,83.0,zone1,Normal
GRD-20260203-2003738,2026-02-03T17:00:00Z,219.48,6.17,0.92,35.0,83.0,zone2,Normal
GRD-20260203-3003738,2026-02-03T17:00:00Z,218.79,53.71,0.87,35.0,83.0,zone3,Normal
GRD-20260203-4003738,2026-02-03T17:00:00Z,230.54,249.66,0.72,35.0,83.0,zone4,Critical
GRD-20260203-1003739,2026-02-03T18:00:00Z,224.21,27.28,0.91,26.9,52.1,zone1,Normal
GRD-20260203-2003739,2026-02-03T18:00:00Z,219.38,7.97,0.94,26.9,52.1,zone2,Normal
GRD-20260203-3003739,2026-02-03T18:00:00Z,218.05,80.07,0.9,26.9,52.1,zone3,Normal
GRD-20260203-4003739,2026-02-03T18:00:00Z,204.19,172.45,0.77,26.9,52.1,zone4,Critical
GRD-20260203-1003740,2026-02-03T19:00:00Z,220.94,44.03,0.92,35.5,74.0,zone1,Normal
GRD-20260203-2003740,2026-02-03T19:00:00Z,221.97,23.56,0.85,35.5,74.0,zone2,Normal
GRD-20260203-3003740,2026-02-03T19:00:00Z,224.88,52.61,0.93,35.5,74.0,zone3,Normal
GRD-20260203-4003740,2026-02-03T19:00:00Z,210.7,266.63,0.87,35.5,74.0,zone4,Normal
GRD-20260203-1003741,2026-02-03T20:00:00Z,222.89,37.74,0.94,29.2,79.4,zone1,Normal
GRD-20260203-2003741,2026-02-03T20:00:00Z,219.97,23.46,0.85,29.2,79.4,zone2,Normal
GRD-20260203-3003741,2026-02-03T20:00:00Z,222.83,57.64,0.95,29.2,79.4,zone3,Normal
GRD-20260203-4003741,2026-02-03T20:00:00Z,225.62,198.8,0.84,29.2,79.4,zone4,Warning
GRD-20260203-1003742,2026-02-03T21:00:00Z,218.01,43.64,0.97,32.8,68.9,zone1,Normal
GRD-20260203-2003742,2026-02-03T21:00:00Z,219.32,5.38,0.9,32.8,68.9,zone2,Normal
GRD-20260203-3003742,2026-02-03T21:00:00Z,222.57,55.55,0.94,32.8,68.9,zone3,Normal
GRD-20260203-4003742,2026-02-03T21:00:00Z,206.64,192.88,0.79,32.8,68.9,zone4,Critical
GRD-20260203-1003743,2026-02-03T22:00:00Z,221.3,34.95,0.93,25.1,81.9,zone1,Normal
GRD-20260203-2003743,2026-02-03T22:00:00Z,225.97,6.47,0.95,25.1,81.9,zone2,Normal
GRD-20260203-3003743,2026-02-03T22:00:00Z,215.4,78.13,0.9,25.1,81.9,zone3,Normal
GRD-20260203-4003743,2026-02-03T22:00:00Z,214.32,211.12,0.79,25.1,81.9,zone4,Critical
GRD-20260203-1003744,2026-02-03T23:00:00Z,219.91,41.19,0.9,30.5,65.4,zone1,Normal
GRD-20260203-2003744,2026-02-03T23:00:00Z,211.76,24.87,0.8,30.5,65.4,zone2,Warning
GRD-20260203-3003744,2026-02-03T23:00:00Z,218.44,53.37,0.88,30.5,65.4,zone3,Normal
GRD-20260203-4003744,2026-02-03T23:00:00Z,218.02,285.91,0.8,30.5,65.4,zone4,Warning
GRD-20260204-1003745,2026-02-04T00:00:00Z,231.24,43.79,0.94,34.0,73.6,zone1,Normal
GRD-20260204-2003745,2026-02-04T00:00:00Z,211.32,11.88,0.85,34.0,73.6,zone2,Normal
GRD-20260204-3003745,2026-02-04T00:00:00Z,216.2,63.93,0.93,34.0,73.6,zone3,Normal
GRD-20260204-4003745,2026-02-04T00:00:00Z,216.34,164.66,0.84,34.0,73.6,zone4,Warning
GRD-20260204-1003746,2026-02-04T01:00:00Z,222.17,33.2,0.97,30.1,75.1,zone1,Normal
GRD-20260204-2003746,2026-02-04T01:00:00Z,219.51,14.94,0.89,30.1,75.1,zone2,Normal
GRD-20260204-3003746,2026-02-04T01:00:00Z,221.3,43.07,0.89,30.1,75.1,zone3,Normal
GRD-20260204-4003746,2026-02-04T01:00:00Z,216.16,207.4,0.7,30.1,75.1,zone4,Critical
GRD-20260204-1003747,2026-02-04T02:00:00Z,218.92,35.34,0.94,31.1,55.6,zone1,Normal
GRD-20260204-2003747,2026-02-04T02:00:00Z,216.29,18.06,0.81,31.1,55.6,zone2,Warning
GRD-20260204-3003747,2026-02-04T02:00:00Z,221.97,88.08,0.9,31.1,55.6,zone3,Normal
GRD-20260204-4003747,2026-02-04T02:00:00Z,228.06,163.01,0.79,31.1,55.6,zone4,Critical
GRD-20260204-1003748,2026-02-04T03:00:00Z,214.7,32.67,0.92,27.1,69.8,zone1,Normal
GRD-20260204-2003748,2026-02-04T03:00:00Z,219.52,15.4,0.83,27.1,69.8,zone2,Warning
GRD-20260204-3003748,2026-02-04T03:00:00Z,216.14,91.74,0.93,27.1,69.8,zone3,Normal
GRD-20260204-4003748,2026-02-04T03:00:00Z,211.65,198.09,0.73,27.1,69.8,zone4,Critical
GRD-20260204-1003749,2026-02-04T04:00:00Z,227.92,23.8,0.91,32.6,74.3,zone1,Normal
GRD-20260204-2003749,2026-02-04T04:00:00Z,217.33,9.27,0.85,32.6,74.3,zone2,Normal
GRD-20260204-3003749,2026-02-04T04:00:00Z,221.72,91.2,0.91,32.6,74.3,zone3,Normal
GRD-20260204-4003749,2026-02-04T04:00:00Z,218.83,109.35,0.9,32.6,74.3,zone4,Normal
GRD-20260204-1003750,2026-02-04T05:00:00Z,216.73,33.01,0.93,25.5,62.2,zone1,Normal
GRD-20260204-2003750,2026-02-04T05:00:00Z,218.34,9.39,0.92,25.5,62.2,zone2,Normal
GRD-20260204-3003750,2026-02-04T05:00:00Z,219.61,45.04,0.91,25.5,62.2,zone3,Normal
GRD-20260204-4003750,2026-02-04T05:00:00Z,240.87,186.67,0.75,25.5,62.2,zone4,Critical
GRD-20260204-1003751,2026-02-04T06:00:00Z,221.23,26.46,0.96,33.7,61.8,zone1,Normal
GRD-20260204-2003751,2026-02-04T06:00:00Z,215.34,19.82,0.86,33.7,61.8,zone2,Normal
GRD-20260204-3003751,2026-02-04T06:00:00Z,222.34,57.64,0.91,33.7,61.8,zone3,Normal
GRD-20260204-4003751,2026-02-04T06:00:00Z,216.99,254.52,0.87,33.7,61.8,zone4,Normal
GRD-20260204-1003752,2026-02-04T07:00:00Z,217.44,19.64,0.98,33.5,63.7,zone1,Normal
GRD-20260204-2003752,2026-02-04T07:00:00Z,216.43,11.87,0.92,33.5,63.7,zone2,Normal
GRD-20260204-3003752,2026-02-04T07:00:00Z,209.31,54.18,0.86,33.5,63.7,zone3,Normal
GRD-20260204-4003752,2026-02-04T07:00:00Z,217.5,188.54,0.85,33.5,63.7,zone4,Normal
GRD-20260204-1003753,2026-02-04T08:00:00Z,214.62,25.72,0.96,34.4,70.9,zone1,Normal
GRD-20260204-2003753,2026-02-04T08:00:00Z,221.85,17.72,0.94,34.4,70.9,zone2,Normal
GRD-20260204-3003753,2026-02-04T08:00:00Z,226.41,61.17,0.88,34.4,70.9,zone3,Normal
GRD-20260204-4003753,2026-02-04T08:00:00Z,220.87,279.53,0.73,34.4,70.9,zone4,Critical
GRD-20260204-1003754,2026-02-04T09:00:00Z,220.45,34.76,0.98,24.2,70.5,zone1,Normal
GRD-20260204-2003754,2026-02-04T09:00:00Z,217.11,12.04,0.88,24.2,70.5,zone2,Normal
GRD-20260204-3003754,2026-02-04T09:00:00Z,225.89,53.43,0.92,24.2,70.5,zone3,Normal
GRD-20260204-4003754,2026-02-04T09:00:00Z,217.2,231.82,0.9,24.2,70.5,zone4,Normal
GRD-20260204-1003755,2026-02-04T10:00:00Z,215.61,30.88,0.97,35.9,53.7,zone1,Normal
GRD-20260204-2003755,2026-02-04T10:00:00Z,213.87,23.06,0.82,35.9,53.7,zone2,Warning
GRD-20260204-3003755,2026-02-04T10:00:00Z,220.56,69.3,0.92,35.9,53.7,zone3,Normal
GRD-20260204-4003755,2026-02-04T10:00:00Z,212.34,116.24,0.8,35.9,53.7,zone4,Warning
GRD-20260204-1003756,2026-02-04T11:00:00Z,225.28,49.52,0.93,28.7,88.3,zone1,Normal
GRD-20260204-2003756,2026-02-04T11:00:00Z,218.04,21.39,0.9,28.7,88.3,zone2,Normal
GRD-20260204-3003756,2026-02-04T11:00:00Z,219.69,55.84,0.92,28.7,88.3,zone3,Normal
GRD-20260204-4003756,2026-02-04T11:00:00Z,218.18,141.86,0.89,28.7,88.3,zone4,Normal
GRD-20260204-1003757,2026-02-04T12:00:00Z,214.66,15.81,0.92,30.5,78.3,zone1,Normal
GRD-20260204-2003757,2026-02-04T12:00:00Z,214.22,15.94,0.86,30.5,78.3,zone2,Normal
GRD-20260204-3003757,2026-02-04T12:00:00Z,221.33,92.69,0.85,30.5,78.3,zone3,Normal
GRD-20260204-4003757,2026-02-04T12:00:00Z,228.52,222.84,0.91,30.5,78.3,zone4,Normal
GRD-20260204-1003758,2026-02-04T13:00:00Z,217.78,43.96,0.93,34.1,64.9,zone1,Normal
GRD-20260204-2003758,2026-02-04T13:00:00Z,215.89,10.72,0.87,34.1,64.9,zone2,Normal
GRD-20260204-3003758,2026-02-04T13:00:00Z,226.01,51.58,0.86,34.1,64.9,zone3,Normal
GRD-20260204-4003758,2026-02-04T13:00:00Z,222.89,191.57,0.81,34.1,64.9,zone4,Warning
GRD-20260204-1003759,2026-02-04T14:00:00Z,221.83,28.53,0.97,33.5,74.7,zone1,Normal
GRD-20260204-2003759,2026-02-04T14:00:00Z,218.65,14.44,0.82,33.5,74.7,zone2,Warning
GRD-20260204-3003759,2026-02-04T14:00:00Z,222.51,54.72,0.86,33.5,74.7,zone3,Normal
GRD-20260204-4003759,2026-02-04T14:00:00Z,210.89,197.08,0.72,33.5,74.7,zone4,Critical
GRD-20260204-1003760,2026-02-04T15:00:00Z,224.28,18.32,0.98,31.0,88.3,zone1,Normal
GRD-20260204-2003760,2026-02-04T15:00:00Z,218.96,23.49,0.94,31.0,88.3,zone2,Normal
GRD-20260204-3003760,2026-02-04T15:00:00Z,221.54,73.44,0.94,31.0,88.3,zone3,Normal
GRD-20260204-4003760,2026-02-04T15:00:00Z,221.39,290.33,0.81,31.0,88.3,zone4,Warning
GRD-20260204-1003761,2026-02-04T16:00:00Z,217.08,22.39,0.96,24.3,85.2,zone1,Normal
GRD-20260204-2003761,2026-02-04T16:00:00Z,216.13,6.86,0.83,24.3,85.2,zone2,Warning
GRD-20260204-3003761,2026-02-04T16:00:00Z,216.65,50.03,0.9,24.3,85.2,zone3,Normal
GRD-20260204-4003761,2026-02-04T16:00:00Z,213.08,162.83,0.71,24.3,85.2,zone4,Critical
GRD-20260204-1003762,2026-02-04T17:00:00Z,220.66,32.47,0.95,25.7,70.9,zone1,Normal
GRD-20260204-2003762,2026-02-04T17:00:00Z,218.09,9.53,0.81,25.7,70.9,zone2,Warning
GRD-20260204-3003762,2026-02-04T17:00:00Z,221.75,73.75,0.87,25.7,70.9,zone3,Normal
GRD-20260204-4003762,2026-02-04T17:00:00Z,209.27,205.93,0.91,25.7,70.9,zone4,Normal
GRD-20260204-1003763,2026-02-04T18:00:00Z,217.44,34.59,0.95,29.3,77.8,zone1,Normal
GRD-20260204-2003763,2026-02-04T18:00:00Z,213.25,19.58,0.84,29.3,77.8,zone2,Warning
GRD-20260204-3003763,2026-02-04T18:00:00Z,221.18,55.93,0.93,29.3,77.8,zone3,Normal
GRD-20260204-4003763,2026-02-04T18:00:00Z,209.24,229.91,0.82,29.3,77.8,zone4,Warning
GRD-20260204-1003764,2026-02-04T19:00:00Z,218.63,23.46,0.94,24.6,84.2,zone1,Normal
GRD-20260204-2003764,2026-02-04T19:00:00Z,212.68,20.73,0.8,24.6,84.2,zone2,Warning
GRD-20260204-3003764,2026-02-04T19:00:00Z,225.17,91.89,0.91,24.6,84.2,zone3,Normal
GRD-20260204-4003764,2026-02-04T19:00:00Z,217.14,272.3,0.89,24.6,84.2,zone4,Normal
GRD-20260204-1003765,2026-02-04T20:00:00Z,220.53,35.3,0.92,34.7,66.0,zone1,Normal
GRD-20260204-2003765,2026-02-04T20:00:00Z,214.45,11.89,0.85,34.7,66.0,zone2,Normal
GRD-20260204-3003765,2026-02-04T20:00:00Z,214.35,82.23,0.9,34.7,66.0,zone3,Normal
GRD-20260204-4003765,2026-02-04T20:00:00Z,209.57,167.09,0.85,34.7,66.0,zone4,Normal
GRD-20260204-1003766,2026-02-04T21:00:00Z,224.49,38.98,0.95,32.7,81.7,zone1,Normal
